Name,STCC,group
"TABLECLOTHS, SYNTHETIC PLASTIC, NOT WOVEN",3071140,FOOD & BEVERAGES
"CUPS, PLASTIC, OTHER THANEXPANDED, WITHOUT HANDLES",3071142,FOOD & BEVERAGES
"HOUSEWARES, PLASTIC, NOT CELLULAR, EXPANDED NOR FOAMED, VIZ. BASINS, BASKETS, BINS, BUCKETS, CANISTER SETS, DECANTERS,FUNNELS, GARBAGE OR WASTECANS, HAMPERS, PA",3071145,FOOD & BEVERAGES
"PLASTIC BOWLS, CUPS, DISHES, PLATES OR TUMBLERS, CELLULAR, EXPANDED OR FOAMED, OR HAVING CELLULAR, EXPANDEDOR FOAMED COMPONENTS",3071149,FOOD & BEVERAGES
"BROOM MOPS, CELLULAR OR EXPANDED PLASTIC",3071157,FOOD & BEVERAGES
"CONDUITS OR PIPE, MINERALWOOL (ROCK, SLAG OR GLASSWOOL) AND PLASTIC",3071210,FOOD & BEVERAGES
"IRRIGATION TUBES, SYNTHETIC PLASTIC",3071215,FOOD & BEVERAGES
"FITTINGS, PIPE OR TUBE, SYNTHETIC PLASTIC",3071240,FOOD & BEVERAGES
"CONDUITS, MULTIPLE CELL, PLASTIC",3071245,FOOD & BEVERAGES
"LABORATORY SINKS, SYNTHETIC PLASTIC, NOT CELLULAR, EXPANDED NOR FOAMED",3071311,FOOD & BEVERAGES
"LAVATORY BASINS OR BOWLS (SINKS), PLASTIC, N.E.C.",3071312,FOOD & BEVERAGES
"WINDOW SILL TRACKS, SYNTHETIC PLASTIC",3071313,FOOD & BEVERAGES
"SANITARY CLOSETS OR TOILETS, CHEMICAL, PLASTIC, HAND PORTABLE",3071314,FOOD & BEVERAGES
"LAVATORY BASINS OR BOWLS (SINKS), PLASTIC, WITH SAND OR MINERAL FILLERS, OTHER THAN GLASS FIBRES",3071315,FOOD & BEVERAGES
"CARBOYS, POLYETHYLENE",3071319,FOOD & BEVERAGES
"BULK COMMODITY SHIPPING CONTAINERS, GLASS FIBRE, FABRIC OR PLASTIC COMBINED",3071322,FOOD & BEVERAGES
"LUMINOUS CEILINGS, ELECTRIC, WITHOUT LAMPS",3071325,FOOD & BEVERAGES
"FENDERS OR BUMPERS, BOAT OR DOCK, HOLLOW MOLDED PLASTIC TYPE",3071328,FOOD & BEVERAGES
"AUTOMOBILE FENDERS OR ENGINE BONNETS OR HOODS, PLASTIC OR PLASTIC COMBINED WITH OTHER MATERIALS",3071329,AUTOMOTIVE
"BATTERY BOXES, COVERS OR VENTS, PLASTIC",3071331,FOOD & BEVERAGES
"TRAYS, POSTAL LETTER, PLASTIC, N.E.C.",3071333,FOOD & BEVERAGES
"FENDERS OR BUMPERS, PLASTIC, OTHER THAN CELLULAR OR EXPANDED PLASTIC, OTHER THAN BOAT,DOCK OR VEHICLE WHEEL, WITHOUT METAL PARTS",3071334,FOOD & BEVERAGES
"FLOATS, NET, LIFELINE OR SEINE, SYNTHETIC PLASTIC,OTHER THAN CELLULAR OR EXPANDED",3071337,FOOD & BEVERAGES
"DRAWERS, SYNTHETIC PLASTIC OR SYNTHETIC PLASTIC AND METAL",3071340,FOOD & BEVERAGES
"CUSHIONS OR PADS, SEAT ORSEAT BACK, OR PILLOWS, CONTAINING MOLDED SHEET PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAMED, OTHER THAN ELECTRIC VIBRATING OR MASSA",3071343,FOOD & BEVERAGES
"SAFETY CAPS, HATS OR HELMETS, OTHER THAN MILITARY, N.E.C., SYNTHETIC PLASTIC",3071346,FOOD & BEVERAGES
"CRANE BOOM BASKETS OR BUCKETS, WORKMENS, PLASTIC",3071350,FOOD & BEVERAGES
"FENCE POSTS, PLASTIC",3071351,BUILDING PRODUCTS
"RACKS, SHIPPING, AUTOMOBILE TRANSMISSION, MOLDED PLASTIC",3071353,AUTOMOTIVE
"FLYERS HELMETS, MILITARY,GLASS FIBRE AND SYNTHETICPLASTIC COMBINED, WITH BUILT IN EARPHONES",3071355,BUILDING PRODUCTS
"TOTE BOXES, SYNTHETIC PLASTIC AND MINERAL WOOL,TAPER SIDED",3071358,FOOD & BEVERAGES
"MOLDINGS, ORNAMENTAL, SEALING OR TRIM, SYNTHETIC PLASTIC",3071361,FOOD & BEVERAGES
"BATH TUBS, SYNTHETIC PLASTIC",3071367,FOOD & BEVERAGES
"DISHWASHING MACHINES (DISHWASHERS), PLASTIC, WATER ACTIVATED, COUNTER-TOP TYPE",3071369,FOOD & BEVERAGES
"WATER CLOSET FLOATS, PLASTIC",3071370,FOOD & BEVERAGES
"CLOSETS OR TOILETS, SANITARY, DECOMPOSING TYPE, WITH ELECTRIC HEATING COIL AND FAN",3071372,FOOD & BEVERAGES
"SINKS AND SINK TOPS COMBINED, SYNTHETIC COMPOSITION",3071374,FOOD & BEVERAGES
"TANKS, PLASTIC, WITH OR WITHOUT REINFORCEMENT, N.E.C.",3071383,FOOD & BEVERAGES
"TANKS, SYNTHETIC PLASTIC AND ASBESTOS FIBRE, MOLDED",3071385,FOOD & BEVERAGES
WELDERS HELMETS (MASKS),3071388,FOOD & BEVERAGES
"FILM, CELLULOSE, COMBINEDOR COATED WITH PLASTIC, OTHER THAN CELLULOSE",3071410,FOOD & BEVERAGES
PLASTIC FILM,3071412,FOOD & BEVERAGES
"CELLULOSE FILM, NOT PRINTED (TRANSPARENT SHEETS OF NOT NITRATED CELLULOSE FILM SUCH AS COMMONLY USED FOR WRAP- PING PURPOSES), COMBINED WITH WRAPPING PAPER",3071414,FOOD & BEVERAGES
"CELLULOSE FILM, NOT PRINTED (TRANSPARENT SHEETS OF NOT NITRATED CELLULOSE FILM SUCH AS COMMONLY USED FOR WRAPPING PURPOSES)",3071415,FOOD & BEVERAGES
"CELLULOSE FILM, NOT PRINTED, COMBINED OR COATED WITH PLASTIC OTHERTHAN CELLULOSE",3071416,FOOD & BEVERAGES
"CELLULOSE FILM, EMBOSSED",3071417,FOOD & BEVERAGES
"FLAKES, DECORATING OR DISPLAY, MADE FROM PLASTIC FILM, OTHER THAN EXPANDED",3071421,FOOD & BEVERAGES
"PANELS OR SHEETS, PLASTICAND GLASS FIBRE, GLASS FLAKES OR WOOD SPLINTS",3071425,FOOD & BEVERAGES
"SHEETING, SYNTHETIC PLASTIC, OTHER THAN WOVEN, QUILTED WITH CELLULAR, EXPANDED OR FOAMED SYNTHETIC PLASTIC OR RUBBER",3071435,FOOD & BEVERAGES
"SHEETING, SYNTHETIC PLASTIC, OTHER THAN WOVEN, QUILTED WITH OTHERTHAN CELLULAR, EXPANDED OR FOAMED SYNTHETIC PLASTIC OR RUBBER",3071436,FOOD & BEVERAGES
"PLASTIC FILM, SHEETING ORSHEETS, NOT EXPANDED, NOTWOVEN, N.E.C., SEPARATE OR COMBINED WITH PAPER, NOT FINISHED ARTICLES",3071445,FOOD & BEVERAGES
"PLASTIC SHEETS, SHEETING,OR FILM, NOT WOVEN, NOT PRINTED, NOT CELLULAR, EXPANDED NOR FOAMED, SEPARATE OR COMBINED WITHPAPER",3071450,FOOD & BEVERAGES
"FILM OR SHEETING, PLASTIC, OTHER THAN FOAM,CELLULAR, EXPANDED OR SPONGE, FLOCK COATED OR PRINTED WITH FLOCK",3071455,FOOD & BEVERAGES
CELLULOSE FILM EXCELSIOR,3071460,FOOD & BEVERAGES
"FILM, SHEETS OR STRIPS, PYROXYLIN PLASTIC",3071465,FOOD & BEVERAGES
"CELLULOSE FILM, N.E.C., PRINTED (TRANSPARENT SHEETS OF NOT NITRATED CELLULOSE FILM SUCH AS COMMONLY USED FOR WRAPPING PURPOSES)",3071490,FOOD & BEVERAGES
"TILE, FACING OR FLOORING,COMPOSITION, N.E.C., OTHER THAN CELLULAR, EXPANDED OR FOAMED PLASTIC",3071510,FOOD & BEVERAGES
"TILE, FACING OR FLOORING,SYNTHETIC PLASTIC, CELLULAR, EXPANDED OR FOAMED",3071515,FOOD & BEVERAGES
"COVERING, FLOOR, AUTOMOBILE, PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAM, WITH BACKING OR PARTIAL BACKING OF FELTED FIBRES OTHER THAN FELT PAPER",3071520,FOOD & BEVERAGES
"FLOOR MATS, MATTING OR CARPET TILES, PLASTIC, OTHER THAN EXPANDED, WHOLLY OR PARTIALLY FACEDWITH FABRIC OR PILE FIBREOR YARN",3071525,FOOD & BEVERAGES
"RUNNERS, CARPET OR RUG, PROTECTIVE, VINYL PLASTIC",3071530,FOOD & BEVERAGES
"BOARDS, BLOCKS OR PANELS,HONEYCOMB CELLULAR CONSTRUCTION, EXPANDED, OTHER THAN PAPER, FACED OR NOT FACED, N.E.C.",3071613,FOOD & BEVERAGES
"BOARDS, BUILDING, PLASTICOF EXPANDED HONEYCOMB CELLULAR CONSTRUCTION, FACED WITH WALLBOARD, WITHOUT METAL OR WOOD FRAMES",3071615,FOOD & BEVERAGES
"BOXES OR CHESTS, N.E.C., COOLING, COOLERS, N.E.C., ICE BUCKETS, OR CONTAIN- ERS, LIQUID OR BEVERAGE SERVING, HAND PORTABLE, PLASTIC, FOAM, CELLULAR, EXPANDED OR SPONG",3071619,FOOD & BEVERAGES
"HELMET LINERS, PLASTIC, EXPANDED",3071620,FOOD & BEVERAGES
"FLOATS, NET, LIFELINE OR SEINE, SYNTHETIC PLASTIC,CELLULAR OR EXPANDED",3071622,FOOD & BEVERAGES
"CARPET OR RUG CUSHIONS, CUSHIONING OR LINING, PLASTIC, CELLULAR, EXPANDED OR FOAMED",3071625,FOOD & BEVERAGES
"SEATS AND BACKS COMBINED,CHAIR OR SOFA, ONE-PIECE MOLDED EXPANDED PLASTIC, NOT UPHOLSTERED",3071628,FOOD & BEVERAGES
"CHAIR OR SOFA SEAT OR SEAT BACK CUSHION CORES OR FORMS, CELLULAR, EXPANDED OR FOAMED PLASTIC, FINISHED, NOT COVERED",3071629,FOOD & BEVERAGES
"PLASTIC BLOCK, PLATE, RODS, SHEETS, TUBES OR UNFINISHED SHAPES, EXPANDED, N.E.C.",3071631,FOOD & BEVERAGES
"COOLING BOXES OR CHESTS, SYNTHETIC PLASTIC, CELLULAR, EXPANDED OR FOAMED",3071634,FOOD & BEVERAGES
"FACING MOLDING, BASEBOARDOR COVE, EXPANDED PLASTIC",3071635,FOOD & BEVERAGES
"FORMS, CUSHION OR PILLOW,NEC, EXPANDED PLASTIC, NOT COVERED",3071636,FOOD & BEVERAGES
"FLORAL ARRANGEMENT BLOCKSOR SHAPES, EXPANDED PLASTIC",3071638,FOOD & BEVERAGES
"PIPE COVERINGS, EXPANDED POLYSTYRENE",3071640,FOOD & BEVERAGES
"PLASTIC ARTICLES, N.E.C., EXPANDED",3071643,FOOD & BEVERAGES
"HOUSES, FABRICATED OR PORTABLE, N.E.C., CONSISTINGOF ROOF OR WALL SECTIONS OF PANELS OR PARTITIONS CONSTRUCTED OF EXPANDED PLASTIC CORE FACED WITH METAL, WALLBOARD",3071645,FOOD & BEVERAGES
"WEATHER STRIPPING OR STRIPS, N.E.C., PLASTIC, EXPANDED",3071647,FOOD & BEVERAGES
"POLYSTYRENE, FOAMED, IN SOLID FLAT BOARDS, BLOCKS, LOGS, PLANKS OR SHEETS",3071650,FOOD & BEVERAGES
"PLASTICS, CELLULAR, EXPANDED OR FOAMED, N.E.C., FLAKED, GRANULATED, GROUND OR SHREDDED",3071652,FOOD & BEVERAGES
"INSULATING FORMS OR SHAPES, N.E.C., CELLULAR, EXPANDED OR FOAMED PLASTIC, N.E.C.",3071655,FOOD & BEVERAGES
"PADS OR PADDING, MATTRESSOR UPHOLSTERING, PLASTIC,CELLULAR, EXPANDED OR FOAMED, N.E.C., NOT COVERED",3071658,FOOD & BEVERAGES
"PANELS, BUILDING, PLASTICOF EXPANDED HONEYCOMB CELLULAR CONSTRUCTION, FACED WITH WALLBOARD, WITHOUT METAL OR WOOD FRAMES",3071660,FOOD & BEVERAGES
"PARTITIONS, BUILDING, PLASTIC OF EXPANDED HONEYCOMB CELLULAR CONSTRUCTION, FACED WITH WALLBOARD, WITHOUT METAL OR WOOD FRAMES",3071662,FOOD & BEVERAGES
"CUSHIONS, FILLERS, PADS, PADDING OR PARTITIONS FORPACKING, OR INTERIOR PACKING FORMS, N.E.C., PLASTIC, CELLULAR, EXPANDED OR FOAMED",3071665,FOOD & BEVERAGES
"FORMS, BLOCKS OR HEADS, MILLINERY OR WIG DISPLAY,STORAGE OR STYLING, CELLULAR, EXPANDED OR FOAM PLASTIC",3071668,FOOD & BEVERAGES
"MATTRESS CORES OR FORMS, PLASTIC, CELLULAR, EXPANDED OR FOAMED",3071670,FOOD & BEVERAGES
"BEVERAGE COOLERS OR COOLING BOXES, EXPANDED PLASTIC, HAND PORTABLE, CONTAINING REFRIGERANT",3071672,FOOD & BEVERAGES
"WINDOWS, PLASTIC, GLAZED,NEC",3071679,FOOD & BEVERAGES
"LIFT TRUCK PALLETS OR PLATFORMS, FIBREBOARD ANDEXPANDED PLASTIC COMBINED",3071683,FOOD & BEVERAGES
"LAMINATED PLASTICS, IN BARS, BLOCKS, RODS, SHEETS OR TUBES, NOT FINISHED ARTICLES",3071710,FOOD & BEVERAGES
"CAPS, COVERS OR TOPS, OTHER THAN DISPLAY, FOR BOTTLES, CANS, GLASSES ORJARS, OR CAN BOTTOMS, GELATINE",3071810,FOOD & BEVERAGES
"BOTTLE SHIPPING CARRIERS (BOTTLE CARRYING BOXES ORCRATES), STEEL FRAMED PLASTIC, WITHOUT PARTITIONS",3071815,FOOD & BEVERAGES
"BOX STRAPS OR STRAPPING, EXTRUDED ORIENTED PLASTIC",3071818,FOOD & BEVERAGES
"CAPS, COVERS, DISCS, ENDS, BANDS, RINGS OR TOPS, N.E.C., PLASTIC, FOR BOTTLES, CANS, CUPS, COLLAPSIBLE TUBES, GLASSES, JARS OR JUGS, OTHER THAN DISPLAY COVERSFOR C",3071819,FOOD & BEVERAGES
"CELLULOSE BANDS, CAPS, COVERS OR TOPS, FOR BOTTLES, CANS, GLASSES ORJARS",3071820,FOOD & BEVERAGES
"BANDS, SLEEVES OR WRAPPERS, HEAT SHRINKABLETUBULAR PLASTIC FILM, CUTTO SIZE, PRINTED OR NOT PRINTED, FOR BOTTLES, CANS, COLLAPSIBLE TUBES, GLASSES, JARS OR JUGS",3071821,FOOD & BEVERAGES
"BOTTLES, BOXES, CANS OR JARS, PLASTIC, NOT CELLULAR, EXPANDED, NOR FOAMED",3071822,FOOD & BEVERAGES
"SHIPPING BARRELS, DRUMS OR PAILS, PLASTIC OR PLASTIC AND METAL",3071823,FOOD & BEVERAGES
"COOLING BOX COVERS, SYNTHETIC PLASTIC, WITH OR WITHOUT STEEL",3071825,FOOD & BEVERAGES
"PACKAGING CONTAINERS, N.E.C., PLASTIC, OTHER THAN EXPANDED",3071826,FOOD & BEVERAGES
"INTERIOR PACKAGING FORMS,VACUUM OR HEAT FORMED FROM PLASTIC FILM OR SHEETING",3071827,FOOD & BEVERAGES
"PACKAGING TRAYS, VACUUM OR HEAT FORMED FROM PLASTIC FILM OR SHEETING",3071828,FOOD & BEVERAGES
"FROZEN FOOD SHIPPING CARRIERS, EXPANDED OR FOAMED PLASTIC CONTAINED WITHIN WIRE BASKETS",3071832,FOOD & BEVERAGES
"SHIPPING COOPS OR CRATES,ANIMAL OR POULTRY, PLASTIC",3071840,FOOD & BEVERAGES
"CARRIERS, BOTTLE SHIPPING(BOTTLE CARRYING BOXES ORCRATES), N.E.C., PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAMED",3071844,FOOD & BEVERAGES
"EGG CARRIER CARTONS, EXPANDED PLASTIC",3071845,FOOD & BEVERAGES
"TOOL OR FISHING TACKLE BOXES, PLASTIC",3071850,FOOD & BEVERAGES
"PACKING PADS OR CUSHIONS,PLASTIC FILM HONEYCOMBED WITH INTEGRALLY FORMED CUPS OR BLISTERS, OR LAMINATED TO FORM AIR FILLED CELLS, IN SHEETS, CONTINUOUS LENGTHS,",3071852,FOOD & BEVERAGES
"CARRIERS OR HOLDERS, BOTTLE OR CAN, PLASTIC",3071855,FOOD & BEVERAGES
"AIRLINE CARGO OR BAGGAGE SHIPPING CONTAINERS, PLASTIC",3071865,FOOD & BEVERAGES
"CONTAINERS, SHELL, CYLINDRICAL, PLASTIC, WITH BOTTOM CLOSURES",3071875,FOOD & BEVERAGES
"BALLOONS, PLASTIC, NOT INFLATED, OTHER THAN TOY",3071901,FOOD & BEVERAGES
"COOLING BOXES OR CHESTS, OR COOLERS, HAND PORTABLE, WITH WALLS CONSTRUCTED OF METAL AND PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAMED PLASTIC",3071904,FOOD & BEVERAGES
"COOLING BOXES OR CHESTS, OR COOLERS, HAND PORTABLE, WITH WALLS CONSTRUCTED OF PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAMED, INSULATED",3071905,FOOD & BEVERAGES
PLASTIC LUMBER,3071906,
"CASES OR COVERS, CONDENSER OR CAPACITOR, PLASTIC OR PLASTIC AND ALUMINUM COMBINED",3071908,FOOD & BEVERAGES
"NETTING, PLASTIC, OTHER THAN EXPANDED, IN TUBULARFORM",3071909,FOOD & BEVERAGES
"BARS,BLOCKS OR RODS,NEC, PLASTIC,OTHER THAN EXPANDED",3071910,FOOD & BEVERAGES
"GLOVES, DISPOSABLE, PLASTIC FILM",3071911,FOOD & BEVERAGES
"PROTECTORS, SHOE, DISPOSABLE, PLASTIC FILM",3071912,FOOD & BEVERAGES
"BASKETS OR HAMPERS, PLASTIC, WITH METAL OR WOODEN FRAMES, COVERS OR BOTTOMS",3071915,FOOD & BEVERAGES
"RODS, N.E.C., SYNTHETIC PLASTIC, NOT CELLULAR, EXPANDED NOR FOAMED, NOT FINISHED ARTICLES",3071917,FOOD & BEVERAGES
"BASKETS OR HAMPERS, SHIPPING, PLASTIC, STEEL OR WOOD REINFORCED",3071918,FOOD & BEVERAGES
"IRRIGATION DAMS, PLASTIC",3071919,FOOD & BEVERAGES
"CLOTHES PINS, PLASTIC, WITH METAL SPRINGS",3071920,FOOD & BEVERAGES
"SKYLIGHT LIGHTS, PLASTIC,WITH METAL RETAINING FRAMES OR WITHOUT FRAMES",3071922,FOOD & BEVERAGES
"FOOD PACKAGING BASKETS, BOXES OR TRAYS, PLASTIC, OF LATTICED CONSTRUCTION,CAPACITY NOT EXCEEDING 2 QUARTS LIQUID MEASURE OR 116 CUBIC INCHES",3071923,FOOD & BEVERAGES
"BELTS OR BELTING, ELEVATOR, CONVEYOR OR TRANSMISSION, PLASTIC OR PLASTIC AND FABRIC, OTHERTHAN V TYPE",3071924,FOOD & BEVERAGES
"BLOCKS OR SPACERS, FLOOR MAT, PLASTIC, OTHER THAN FOAM, CELLULAR, EXPANDED OR SPONGE",3071925,FOOD & BEVERAGES
"FORMS, REFRIGERATOR LINING OR PARTITIONING, N.E.C., PLASTIC",3071927,FOOD & BEVERAGES
"BAGS, APPAREL, BEDDING, CLOTHING OR GARMENT STORAGE OR PROTECTIVE, PLASTIC, OTHER THAN CARRYING OF TRAVELING BAGS",3071928,FOOD & BEVERAGES
"CELLULOSE FILM PRODUCTS, N.E.C., MADE OF CELLULOSE FILM (TRANSPARENT SHEETS OF NOT NITRATED CELLULOSEFILM SUCH AS COMMONLY USED FOR WRAPPING PURPOSES) OR COMBINED",3071929,FOOD & BEVERAGES
"PANELS, HOLLOW CORE, GLASS FIBRE IMPREGNATED WITH SYNTHETIC PLASTIC",3071930,FOOD & BEVERAGES
"GUTTERS OR DOWNSPOUTS, PLASTIC",3071931,FOOD & BEVERAGES
"HOUSES OR BUILDINGS, PLASTIC OR PLASTIC AND METAL OR WOOD",3071932,FOOD & BEVERAGES
"FILE FOLDERS, PLASTIC",3071933,FOOD & BEVERAGES
"HANGERS, GARMENT, N.E.C., PLASTIC OR PLASTIC AND METAL",3071934,FOOD & BEVERAGES
"HANGERS, GARMENT, PLASTIC, INFLATABLE",3071935,FOOD & BEVERAGES
"STICKS, CANDY OR FROZEN CONFECTION, OR BEVERAGE STIRRERS, PLASTIC, CELLU-LOSE FILM OR CELLULOSE FILM COVERED PAPER, NOT HOLLOW, OR PLASTIC, HOLLOW, NOT EXCEEDIN",3071937,FOOD & BEVERAGES
"PRODUCTS, PLASTIC, LIQUID, N.E.C.",3071939,FOOD & BEVERAGES
"FORMS OR MOLDS, CEMENT TESTING OR CONCRETE CONSTRUCTION, PLASTIC",3071940,FOOD & BEVERAGES
"STRAPS, STRIPS, ROPE OR CORD, N.E.C., LASHING, TYINGOR TIGHTENING, PLASTIC, OTHER THAN TWISTED, BRAIDED OR STRANDED CONSTRUCTION",3071941,FOOD & BEVERAGES
"BASKET LINERS, SYNTHETIC PLASTIC",3071942,FOOD & BEVERAGES
"CASINGS, SAUSAGE OR MEAT PRODUCT, OTHER THAN ANIMAL",3071945,FOOD & BEVERAGES
"BAPTISTRIES, PLASTIC OR FIBREGLASS REINFORCED PLASTIC",3071948,FOOD & BEVERAGES
"LABELS, SYNTHETIC PLASTIC",3071950,FOOD & BEVERAGES
"PANELS OR SHEETS, PLASTICAND GLASS FIBRE, REINFORCED WITH METAL EXPANDED MESH, FLAT OR CORRUGATED",3071954,FOOD & BEVERAGES
"BAGS, ENVELOPES OR WRAPPERS, PLASTIC, OTHER THAN CELLULOSE FILM",3071955,FOOD & BEVERAGES
"FLOWER HOLDERS, PLASTIC, EXPANDED AND OTHER THAN EXPANDED, VIZ. EXPANDED PLASTIC IN THE FORM OF BLOCKS OR OTHER FORMS OR SHAPES TOGETHER WITH OTHER THAN EXPANDE",3071956,FOOD & BEVERAGES
"FLOWER HOLDERS, PLASTIC, OTHER THAN WHOLLY OR IN PART OF CELLULAR, EXPANDED OR FOAM PLASTIC,EQUIPPED WITH PINS, PROJECTIONS OR LATTICE ORCAGE-TYPE DOMES OF SAME",3071957,FOOD & BEVERAGES
"FASTENERS, BAG, PLASTIC, OR PLASTIC COMBINED WITH PAPER PRICE TAGS OR PAPERLABELS",3071958,FOOD & BEVERAGES
"FENDERS OR BUMPERS, BOAT OR DOCK, PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAMED",3071960,FOOD & BEVERAGES
"FENDERS OR BUMPERS, BOAT OR DOCK, PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAMED, AND STEEL",3071961,FOOD & BEVERAGES
"SCREEN CLOTH, SYNTHETIC PLASTIC",3071962,FOOD & BEVERAGES
"SHOWER BATH STALLS, SYNTHETIC PLASTIC OR SYNTHETIC PLASTIC AND METAL",3071964,FOOD & BEVERAGES
"WINDOWS, BASEMENT, PLASTIC, GLAZED",3071965,FOOD & BEVERAGES
"TRANSMISSION LINE POLES, PLASTIC IMPREGNATED PAPER, GLASS FIBRE AND PLASTIC COMBINED, WITH ORWITHOUT CROSS ARMS OR HARDWARE",3071966,FOOD & BEVERAGES
"TAPE, CARTON SEALING, POLYPROPYLENE OR POLYESTER PLASTIC FILM, ADHESIVE COATED",3071968,FOOD & BEVERAGES
"AIR CONDITIONER WATER COOLING TOWERS, SYNTHETICPLASTIC",3071970,FOOD & BEVERAGES
"TIPS, CRUTCH OR FURNITURE, PLASTIC",3071971,FOOD & BEVERAGES
"TRAYS, MINERAL WOOL AND PLASTIC COMBINED",3071972,FOOD & BEVERAGES
"PLASTIC FORMS, CONDENSINGOR TOWER PACKING, OTHER THAN WATER COOLING TOWER,OTHER THAN CELLULAR, EXPANDED OR FOAMED PLASTIC",3071975,FOOD & BEVERAGES
"PLASTIC PIPE OR PIPE JOINT COVERING, OTHER THAN EXPANDED, IN TUBULARFORM",3071977,FOOD & BEVERAGES
"BOTTLE SHIPPING CARRIERS (BOTTLE CARRYING SHIPPINGBOXES OR CRATES), N.E.C., GLASS FIBRE REINFORCED SYNTHETIC PLASTIC AND METAL",3071978,FOOD & BEVERAGES
"PLASTIC RULERS OR RULES, N.E.C.",3071979,FOOD & BEVERAGES
"SIDING, CLAPBOARD STYLE, PLASTIC",3071980,FOOD & BEVERAGES
"BOTTLES, SPECIMEN, PLASTIC, CAPACITY NOT EXCEEDING 2 OUNCES, IN PULPBOARD CANS WITH METALENDS",3071981,FOOD & BEVERAGES
"DRINKING STRAWS, PLASTIC",3071983,FOOD & BEVERAGES
"WEATHER STRIPPING OR STRIPS, N.E.C., PLASTIC, OTHER THAN EXPANDED",3071984,FOOD & BEVERAGES
"RAILROAD TIES,PLASTIC",3071987,FOOD & BEVERAGES
"PLASTIC ARTICLES, N.E.C., NOT CELLULAR, EXPANDED, NOR FOAMED",3071990,FOOD & BEVERAGES
"CANOPIES, N.E.C., DOOR, PATIO, PORCH OR WINDOW, OR AWNINGS, OTHER THAN ILLUMINATING, ROLL-UP, FOLDING OR VENETIAN TYPE,OR CARPORTS OR BOAT SHELTERS, WITHOUT SIDES",3071991,FOOD & BEVERAGES
"FORMS OR MOLDS, CONCRETE CONSTRUCTION, N.E.C., GLASS FIBRE REINFORCED PLASTIC AND STEEL OR WOOD COMBINED",3071995,FOOD & BEVERAGES
"BAGS, ENVELOPES, PACKETS,POUCHES OR WRAPPERS, OTHER THAN TRAVELING BAGSOR CASES, BRIEF CASES, PORTFOLIOS OR ENVELOPE- TYPE CARRYING POUCHES, BUSINESS CORRESPOND",3072907,FOOD & BEVERAGES
"BAGS, PLASTIC FILM, KNITTED OR WOVEN, OR MADEFROM NON-WOVEN SYNTHETIC FIBER CLOTH OR PLASTIC NETTING, SEPARATE OR COMBINED WITH PAPER OR PLASTIC FILM SHEETING",3072909,FOOD & BEVERAGES
"BATHROOMS, MODULAR PLASTIC, CONSISTING OF BATHTUBS OR SHOWER STALLS, WALL SECTIONS, CABINETS AND LAVATORIES, WITH OR WITHOUT LIGHTING FIXTURES, WIRING OR PLUMBI",3072912,FOOD & BEVERAGES
"BATTERY INSULATING PARTITIONS, PLASTIC",3072914,FOOD & BEVERAGES
"HORTICULTURAL MULCH, LIQUID PLASTIC",3072920,BUILDING PRODUCTS
"BAGS, BAKING OR ROASTING,MEAT, FISH OR POULTRY, PLASTIC FILM",3072930,FOOD & BEVERAGES
"TRAYS, PLASTIC, OTHER THAN EXPANDED, WITH FILLER, OR FIBRE REINFORCED, OTHER THAN INTERIOR PACKAGING AND OTHER THAN OF LATTICED CONSTRUCTION",3072935,FOOD & BEVERAGES
"RODS, THERMAL ENERGY STORAGE, CONSISTING OF A SALT COMPOUND PERMANENTLYENCLOSED IN PLASTIC PIPE",3072938,FOOD & BEVERAGES
"BAGS, SHOPPING, N.E.C., PLASTIC",3072940,FOOD & BEVERAGES
"ENVELOPES, SPUNBONDED OLEFIN CLOTH, PRINTED OR NOT PRINTED",3072948,FOOD & BEVERAGES
"UPHOLSTERING STRAPS, STRAPPING OR WEBBING, PLASTIC, OTHER THAN EXPANDED",3072950,FOOD & BEVERAGES
"SCOOPS, ANIMAL FECES, PLASTIC, WITH METAL HANDLE ATTACHED",3072953,FOOD & BEVERAGES
"PANELS, ROOFING OR SIDING, PLASTIC SHINGLE, WITH OR WITHOUT INSULATION",3072958,FOOD & BEVERAGES
"MOLDINGS, CHANNELS, SPLINES OR STRIPS, GLASS OR SCREEN CLOTH RETAIN- ING, PLASTIC, OTHER THAN FOAM, CELLULAR, EXPANDED OR SPONGE",3072960,FOOD & BEVERAGES
"BRISTLES, BRUSH OR BROOM,PLASTIC, OTHER THAN BROOMSEGMENTS, SECTIONS OR REFILLS",3072962,FOOD & BEVERAGES
"TANKS, TOILET, PLASTIC, WITH OR WITHOUT FITTINGS",3072964,FOOD & BEVERAGES
"TANKS, LIQUID STORAGE, N.E.C., FABRIC, PLASTIC COAT",3072965,FOOD & BEVERAGES
"TOILET BUILDINGS, PORTABLE, PLASTIC",3072970,FOOD & BEVERAGES
